Review_ID,Product_ID,Review_Text,Star_Rating
432,PROD_309,"  
  Outstanding quality, arrived on time and works perfectly  
  ",2
433,PROD_786,"Its fine i guess, works as expected nothing more",5
434,PROD_326,<br>Love the design and it works exactly as described<br>,4
435,PROD_128,"Not recommended at all, save your money for something better&amp;",3
436,PROD_978,It works but nothing to write home about really,3
437,PROD_637,"<br>Great quality, fast shipping. Will buy again!!<br>",2
438,PROD_615,   <p>Excellent product</p> highly recommended to everyone   ,1
439,PROD_138,   5 stars!! best purchase i made this year   ,5
440,PROD_899,"Poor quality, feels very cheap. Not worth it at all  ",2
441,PROD_121,Arrived broken and customer support was useless 😤  ,3
442,PROD_481,"   I love this so much, exceeded my expectations completely   ",4
443,PROD_120,   Amazing value for money. Really impressed with the build quality   ,5
444,PROD_758,Do not buy this!! total waste of time and money</p>,1
445,PROD_356,<br>Packaging was great and product works flawlessly<br>,2
446,PROD_626,It works but nothing to write home about really,2
447,PROD_892,"  
  Outstanding quality, arrived on time and works perfectly  
  ",4
448,PROD_307,"Worst product i have ever bought, avoid at all costs  ",3
449,PROD_529,"Neither good nor bad, just an okay product overall",1
450,PROD_408,Meets basic requirements but quality could be better,3
451,PROD_298,"Product is okay, nothing special but does the job",3
452,PROD_792,<b>Worst purchase ever</b> do not buy this garbage  ,4
453,PROD_657,"Its fine i guess, works as expected nothing more",1
454,PROD_372,<br>5 stars!! best purchase i made this year<br>,4
455,PROD_777,"   Works perfectly fine, very happy with this purchase &amp;   ",1
456,PROD_600, &nbsp; Super fast delivery and product quality is top notch!! &nbsp; ,5
457,PROD_494,"Complete scam, returned it immediately. 0 stars  ",5
458,PROD_373,   Amazing value for money. Really impressed with the build quality   ,2
459,PROD_265,<br>Best product in this price range hands down 👍👍<br>,3
460,PROD_201,"Very bad quality, plastic feels cheap will break easily<p>",1
461,PROD_790," &nbsp; Really good product, will definitely recommend to friends &nbsp; ",1
462,PROD_145,"   Outstanding quality, arrived on time and works perfectly   ",4
463,PROD_341,"Worst product i have ever bought, avoid at all costs</p>",4
464,PROD_900,   Love the design and it works exactly as described   ,1
465,PROD_688,   10/10 would buy again. customer service was also helpful   ,4
466,PROD_293,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,2
467,PROD_242,<b>Worst purchase ever</b> do not buy this garbage</p>,2
468,PROD_404,"  
  <p>Excellent product</p> highly recommended to everyone  
  ",3
469,PROD_108,<br>5 stars!! best purchase i made this year<br>,1
470,PROD_652,"  
  Works perfectly fine, very happy with this purchase &amp;  
  ",2
471,PROD_939,"Product is okay, nothing special but does the job",2
472,PROD_417,"Complete scam, returned it immediately. 0 stars  ",3
473,PROD_183,<br>Amazing value for money. Really impressed with the build quality<br>,4
474,PROD_509,Do not buy this!! total waste of time and money</p>,3
475,PROD_973,"  
  Packaging was great and product works flawlessly  
  ",3
476,PROD_186,"Disappointed with the product, not as described at all  ",4
477,PROD_342,"   Outstanding quality, arrived on time and works perfectly   ",2
478,PROD_455," &nbsp; Totally worth the price, very satisfied customer here &nbsp; ",5
479,PROD_408,<br>Love the design and it works exactly as described<br>,3
480,PROD_822, &nbsp; 10/10 would buy again. customer service was also helpful &nbsp; ,5
481,PROD_972,"Product is okay, nothing special but does the job",3
482,PROD_854,<b>Worst purchase ever</b> do not buy this garbage</p>,3
483,PROD_306, &nbsp; <p>Excellent product</p> highly recommended to everyone &nbsp; ,1
484,PROD_916,"Decent product, shipping was slow though",5
485,PROD_123,"Poor quality, feels very cheap. Not worth it at all<p>",4
486,PROD_463,Arrived broken and customer support was useless 😤  ,4
487,PROD_788,"Complete scam, returned it immediately. 0 stars</p>",3
488,PROD_349,"Horrible experience, packaging was damaged and product broken  ",5
489,PROD_677,"  
  Best product in this price range hands down 👍👍  
  ",2
490,PROD_854,"Very bad quality, plastic feels cheap will break easily&amp;",3
491,PROD_367,"   Really good product, will definitely recommend to friends   ",3
492,PROD_120,"Stopped working after 3 days, very poor build quality  ",1
493,PROD_199,"  
  Totally worth the price, very satisfied customer here  
  ",2
494,PROD_101, &nbsp; Love the design and it works exactly as described &nbsp; ,5
495,PROD_652,"Not bad not great, somewhere in the middle i think",4
496,PROD_603, &nbsp; This product is absolutely amazing! Loved every bit of it 😍 &nbsp; ,1
497,PROD_937,<b>Worst purchase ever</b> do not buy this garbage&amp;,1
498,PROD_127,   <p>Excellent product</p> highly recommended to everyone   ,2
499,PROD_360,"Neither good nor bad, just an okay product overall",1
500,PROD_775,"Poor quality, feels very cheap. Not worth it at all  ",5
501,PROD_494,<br>Super fast delivery and product quality is top notch!!<br>,2
502,PROD_691," &nbsp; I love this so much, exceeded my expectations completely &nbsp; ",2
503,PROD_961,"  
  Amazing value for money. Really impressed with the build quality  
  ",1
504,PROD_875,"  
  Best product in this price range hands down 👍👍  
  ",3
505,PROD_412,"Not bad not great, somewhere in the middle i think",4
506,PROD_786,"<br>Really good product, will definitely recommend to friends<br>",5
507,PROD_596,"Stopped working after 3 days, very poor build quality<p>",4
508,PROD_818,"<br>Totally worth the price, very satisfied customer here<br>",4
509,PROD_981,Terrible!! arrived late and was completely broken  ,2
510,PROD_119,   10/10 would buy again. customer service was also helpful   ,2
511,PROD_134,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,5
512,PROD_936,"Average quality for the price, expected a bit more",1
513,PROD_111,"Very disappointed, product looks nothing like the pictures</p>",2
514,PROD_315, &nbsp; 5 stars!! best purchase i made this year &nbsp; ,3
515,PROD_316," &nbsp; Works perfectly fine, very happy with this purchase &amp; &nbsp; ",2
516,PROD_138,It works but nothing to write home about really,3
517,PROD_393,"  
  I love this so much, exceeded my expectations completely  
  ",4
518,PROD_912, &nbsp; Amazing value for money. Really impressed with the build quality &nbsp; ,4
519,PROD_991,Do not buy this!! total waste of time and money</p>,2
520,PROD_875,<br>Packaging was great and product works flawlessly<br>,5
521,PROD_594,"   Really good product, will definitely recommend to friends   ",2
522,PROD_317,"Stopped working after 3 days, very poor build quality&amp;",3
523,PROD_244,"Worst product i have ever bought, avoid at all costs</p>",2
524,PROD_843,"Decent product, shipping was slow though",1
525,PROD_444,"  
  10/10 would buy again. customer service was also helpful  
  ",4
526,PROD_386,Terrible product!! broke after 2 days of use 😡&amp;,5
527,PROD_701,<b>Worst purchase ever</b> do not buy this garbage<p>,4
528,PROD_674,"  
  <p>Excellent product</p> highly recommended to everyone  
  ",1
529,PROD_188,"Neither good nor bad, just an okay product overall",5
530,PROD_258,"Poor quality, feels very cheap. Not worth it at all<p>",1
531,PROD_480, &nbsp; Super fast delivery and product quality is top notch!! &nbsp; ,4
532,PROD_581,"Complete scam, returned it immediately. 0 stars</p>",2
533,PROD_378,"Its fine i guess, works as expected nothing more",3
534,PROD_740,"Decent product, shipping was slow though",1
535,PROD_175,   Packaging was great and product works flawlessly   ,2
536,PROD_927,"   Really good product, will definitely recommend to friends   ",5
537,PROD_835,"   Outstanding quality, arrived on time and works perfectly   ",1
538,PROD_366," &nbsp; Totally worth the price, very satisfied customer here &nbsp; ",3
539,PROD_941, &nbsp; Love the design and it works exactly as described &nbsp; ,2
540,PROD_184,<br>10/10 would buy again. customer service was also helpful<br>,2
541,PROD_549,"Product is okay, nothing special but does the job",4
542,PROD_764," &nbsp; Great quality, fast shipping. Will buy again!! &nbsp; ",4
543,PROD_392,"  
  <p>Excellent product</p> highly recommended to everyone  
  ",4
544,PROD_442,<br>5 stars!! best purchase i made this year<br>,2
545,PROD_120,"Poor quality, feels very cheap. Not worth it at all&amp;",3
546,PROD_216,<br>Super fast delivery and product quality is top notch!!<br>,4
547,PROD_903,"Okay product, will see how long it lasts",3
548,PROD_888,"  
  Amazing value for money. Really impressed with the build quality  
  ",5
549,PROD_433, &nbsp; Best product in this price range hands down 👍👍 &nbsp; ,5
550,PROD_663,"Very bad quality, plastic feels cheap will break easily<p>",3
551,PROD_255,"Product is okay, nothing special but does the job",3
552,PROD_519,"Stopped working after 3 days, very poor build quality</p>",2
553,PROD_743,"   Totally worth the price, very satisfied customer here   ",2
554,PROD_362,<br>Love the design and it works exactly as described<br>,4
555,PROD_258,   10/10 would buy again. customer service was also helpful   ,1
556,PROD_135,Terrible product!! broke after 2 days of use 😡</p>,4
557,PROD_921,"<br>Great quality, fast shipping. Will buy again!!<br>",1
558,PROD_461,   <p>Excellent product</p> highly recommended to everyone   ,3
559,PROD_217, &nbsp; 5 stars!! best purchase i made this year &nbsp; ,5
560,PROD_125,Meets basic requirements but quality could be better,1
561,PROD_477,Arrived broken and customer support was useless 😤  ,1
562,PROD_683,"Average quality for the price, expected a bit more",1
563,PROD_679,   Amazing value for money. Really impressed with the build quality   ,2
564,PROD_159,Do not buy this!! total waste of time and money  ,2
565,PROD_775,"Not bad not great, somewhere in the middle i think",2
566,PROD_680," &nbsp; Really good product, will definitely recommend to friends &nbsp; ",1
567,PROD_772,"Stopped working after 3 days, very poor build quality</p>",5
568,PROD_904,"  
  Totally worth the price, very satisfied customer here  
  ",3
569,PROD_622,Terrible!! arrived late and was completely broken  ,2
570,PROD_608,   10/10 would buy again. customer service was also helpful   ,1
571,PROD_419, &nbsp; This product is absolutely amazing! Loved every bit of it 😍 &nbsp; ,3
572,PROD_934,<b>Worst purchase ever</b> do not buy this garbage</p>,2
573,PROD_852,<br><p>Excellent product</p> highly recommended to everyone<br>,3
574,PROD_799,"Decent product, shipping was slow though",3
575,PROD_653,"Poor quality, feels very cheap. Not worth it at all</p>",5
576,PROD_840,"  
  Super fast delivery and product quality is top notch!!  
  ",1
577,PROD_747,"Complete scam, returned it immediately. 0 stars<p>",1
578,PROD_807,   Amazing value for money. Really impressed with the build quality   ,5
579,PROD_616,Do not buy this!! total waste of time and money</p>,4
580,PROD_875,   Packaging was great and product works flawlessly   ,2
581,PROD_480,"Disappointed with the product, not as described at all  ",2
582,PROD_229," &nbsp; Outstanding quality, arrived on time and works perfectly &nbsp; ",4
583,PROD_902,"Worst product i have ever bought, avoid at all costs<p>",2
584,PROD_363,"  
  Love the design and it works exactly as described  
  ",4
585,PROD_944,   10/10 would buy again. customer service was also helpful   ,5
586,PROD_410,Terrible product!! broke after 2 days of use 😡<p>,2
587,PROD_154,"   Great quality, fast shipping. Will buy again!!   ",4
588,PROD_747,"  
  <p>Excellent product</p> highly recommended to everyone  
  ",4
589,PROD_336, &nbsp; 5 stars!! best purchase i made this year &nbsp; ,4
590,PROD_729,Meets basic requirements but quality could be better,5
591,PROD_463,Arrived broken and customer support was useless 😤  ,1
592,PROD_248,"Average quality for the price, expected a bit more",4
593,PROD_555,"Horrible experience, packaging was damaged and product broken</p>",1
594,PROD_649,Do not buy this!! total waste of time and money  ,4
595,PROD_903,"Very bad quality, plastic feels cheap will break easily</p>",1
596,PROD_677,"   Really good product, will definitely recommend to friends   ",1
597,PROD_860,"<br>Outstanding quality, arrived on time and works perfectly<br>",1
598,PROD_279,"Worst product i have ever bought, avoid at all costs&amp;",2
599,PROD_361,Terrible!! arrived late and was completely broken&amp;,3
600,PROD_441,"Not recommended at all, save your money for something better&amp;",4
601,PROD_589,"Product is okay, nothing special but does the job",4
602,PROD_141,"Average quality for the price, expected a bit more",2
603,PROD_315,"Very disappointed, product looks nothing like the pictures</p>",2
604,PROD_233,"Decent product, shipping was slow though",3
605,PROD_625,"Poor quality, feels very cheap. Not worth it at all  ",1
606,PROD_677,<br>Super fast delivery and product quality is top notch!!<br>,3
607,PROD_305,"Complete scam, returned it immediately. 0 stars</p>",4
608,PROD_636,"Horrible experience, packaging was damaged and product broken</p>",2
609,PROD_388, &nbsp; Best product in this price range hands down 👍👍 &nbsp; ,4
610,PROD_209,"Very bad quality, plastic feels cheap will break easily<p>",5
611,PROD_124,"<br>Really good product, will definitely recommend to friends<br>",5
612,PROD_636,"  
  Outstanding quality, arrived on time and works perfectly  
  ",4
613,PROD_899,"  
  Totally worth the price, very satisfied customer here  
  ",4
614,PROD_631, &nbsp; Love the design and it works exactly as described &nbsp; ,2
615,PROD_489,<br>10/10 would buy again. customer service was also helpful<br>,5
616,PROD_159, &nbsp; This product is absolutely amazing! Loved every bit of it 😍 &nbsp; ,3
617,PROD_566,"   Great quality, fast shipping. Will buy again!!   ",2
618,PROD_481, &nbsp; <p>Excellent product</p> highly recommended to everyone &nbsp; ,3
619,PROD_155,Waste of money!! stopped working after one week&amp;,1
620,PROD_198,"   Works perfectly fine, very happy with this purchase &amp;   ",5
621,PROD_593, &nbsp; Super fast delivery and product quality is top notch!! &nbsp; ,3
622,PROD_863,"  
  I love this so much, exceeded my expectations completely  
  ",1
623,PROD_651,"Horrible experience, packaging was damaged and product broken&amp;",1
624,PROD_919,"  
  Best product in this price range hands down 👍👍  
  ",5
625,PROD_521,"Very bad quality, plastic feels cheap will break easily  ",2
626,PROD_802,"  
  Really good product, will definitely recommend to friends  
  ",5
627,PROD_191,"<br>Outstanding quality, arrived on time and works perfectly<br>",5
628,PROD_609,"   Totally worth the price, very satisfied customer here   ",2
629,PROD_345,   Love the design and it works exactly as described   ,5
630,PROD_987,"Not recommended at all, save your money for something better</p>",5
631,PROD_341,   This product is absolutely amazing! Loved every bit of it 😍   ,5
632,PROD_437,"Average quality for the price, expected a bit more",5
633,PROD_263,"Its fine i guess, works as expected nothing more",1
634,PROD_494,"  
  5 stars!! best purchase i made this year  
  ",5
635,PROD_282,"Not bad not great, somewhere in the middle i think",5
636,PROD_645,"  
  Super fast delivery and product quality is top notch!!  
  ",4
637,PROD_843," &nbsp; I love this so much, exceeded my expectations completely &nbsp; ",3
638,PROD_521,"  
  Amazing value for money. Really impressed with the build quality  
  ",2
639,PROD_724,Do not buy this!! total waste of time and money<p>,1
640,PROD_492,"  
  Packaging was great and product works flawlessly  
  ",1
641,PROD_659,"Disappointed with the product, not as described at all  ",5
642,PROD_925," &nbsp; Outstanding quality, arrived on time and works perfectly &nbsp; ",4
643,PROD_814,"Worst product i have ever bought, avoid at all costs  ",2
644,PROD_299, &nbsp; Love the design and it works exactly as described &nbsp; ,1
645,PROD_954,"Not recommended at all, save your money for something better  ",5
646,PROD_548,"  
  This product is absolutely amazing! Loved every bit of it 😍  
  ",5
647,PROD_604,"  
  Great quality, fast shipping. Will buy again!!  
  ",3
648,PROD_507,"Very disappointed, product looks nothing like the pictures&amp;",3
649,PROD_247,   5 stars!! best purchase i made this year   ,5
650,PROD_465,"<br>Works perfectly fine, very happy with this purchase &amp;<br>",4
651,PROD_310,<br>Super fast delivery and product quality is top notch!!<br>,3
652,PROD_541,"<br>I love this so much, exceeded my expectations completely<br>",5
653,PROD_451,"Horrible experience, packaging was damaged and product broken</p>",2
654,PROD_467,"  
  Best product in this price range hands down 👍👍  
  ",4
655,PROD_747,"Not bad not great, somewhere in the middle i think",1
656,PROD_562,It works but nothing to write home about really,2
657,PROD_481,"  
  Outstanding quality, arrived on time and works perfectly  
  ",4
658,PROD_316,"Worst product i have ever bought, avoid at all costs<p>",2
659,PROD_469,<br>Love the design and it works exactly as described<br>,2
660,PROD_958,"Not recommended at all, save your money for something better  ",2
661,PROD_259,Terrible product!! broke after 2 days of use 😡<p>,4
662,PROD_882," &nbsp; Great quality, fast shipping. Will buy again!! &nbsp; ",1
663,PROD_282,"Its fine i guess, works as expected nothing more",1
664,PROD_945,<br>5 stars!! best purchase i made this year<br>,4
665,PROD_889," &nbsp; Works perfectly fine, very happy with this purchase &amp; &nbsp; ",4
666,PROD_271,   Super fast delivery and product quality is top notch!!   ,3
667,PROD_987,"Okay product, will see how long it lasts",5
668,PROD_321,"  
  Amazing value for money. Really impressed with the build quality  
  ",1
669,PROD_629,<br>Best product in this price range hands down 👍👍<br>,5
670,PROD_737,"Very bad quality, plastic feels cheap will break easily<p>",4
671,PROD_697,"  
  Really good product, will definitely recommend to friends  
  ",3
672,PROD_896,"  
  Outstanding quality, arrived on time and works perfectly  
  ",5
673,PROD_312,"   Totally worth the price, very satisfied customer here   ",4
674,PROD_706,"Decent product, shipping was slow though",3
675,PROD_560,"  
  10/10 would buy again. customer service was also helpful  
  ",3
676,PROD_795,Terrible product!! broke after 2 days of use 😡<p>,3
677,PROD_122,"<br>Great quality, fast shipping. Will buy again!!<br>",5
678,PROD_466,"  
  <p>Excellent product</p> highly recommended to everyone  
  ",1
679,PROD_235,Waste of money!! stopped working after one week&amp;,2
680,PROD_228,"Poor quality, feels very cheap. Not worth it at all  ",4
681,PROD_203,Arrived broken and customer support was useless 😤<p>,3
682,PROD_965," &nbsp; I love this so much, exceeded my expectations completely &nbsp; ",3
683,PROD_995,   Amazing value for money. Really impressed with the build quality   ,3
684,PROD_211,   Best product in this price range hands down 👍👍   ,5
685,PROD_697,"Very bad quality, plastic feels cheap will break easily  ",2
686,PROD_111,"Disappointed with the product, not as described at all</p>",1
687,PROD_517,"   Outstanding quality, arrived on time and works perfectly   ",5
688,PROD_854,"<br>Totally worth the price, very satisfied customer here<br>",3
689,PROD_231,"Neither good nor bad, just an okay product overall",5
690,PROD_635,"Not recommended at all, save your money for something better</p>",3
691,PROD_568, &nbsp; This product is absolutely amazing! Loved every bit of it 😍 &nbsp; ,5
692,PROD_871," &nbsp; Great quality, fast shipping. Will buy again!! &nbsp; ",4
693,PROD_372,"Very disappointed, product looks nothing like the pictures  ",4
694,PROD_827,Waste of money!! stopped working after one week&amp;,5
695,PROD_599,"Poor quality, feels very cheap. Not worth it at all&amp;",4
696,PROD_261,"  
  Super fast delivery and product quality is top notch!!  
  ",2
697,PROD_159,"Complete scam, returned it immediately. 0 stars  ",3
698,PROD_310, &nbsp; Amazing value for money. Really impressed with the build quality &nbsp; ,5
699,PROD_216,Do not buy this!! total waste of time and money</p>,4
700,PROD_784,"Very bad quality, plastic feels cheap will break easily  ",4
701,PROD_282,"   Really good product, will definitely recommend to friends   ",1
702,PROD_212,"  
  Outstanding quality, arrived on time and works perfectly  
  ",3
703,PROD_402,"Its fine i guess, works as expected nothing more",3
704,PROD_912,Terrible!! arrived late and was completely broken</p>,1
705,PROD_759,"  
  10/10 would buy again. customer service was also helpful  
  ",3
706,PROD_177,Terrible product!! broke after 2 days of use 😡&amp;,4
707,PROD_701,"   Great quality, fast shipping. Will buy again!!   ",5
708,PROD_237,   <p>Excellent product</p> highly recommended to everyone   ,2
709,PROD_724,<br>5 stars!! best purchase i made this year<br>,5
710,PROD_976,"Poor quality, feels very cheap. Not worth it at all&amp;",3
711,PROD_525,"Product is okay, nothing special but does the job",3
712,PROD_680,"<br>I love this so much, exceeded my expectations completely<br>",5
713,PROD_148,"  
  Amazing value for money. Really impressed with the build quality  
  ",5
714,PROD_455,   Best product in this price range hands down 👍👍   ,2
715,PROD_394,<br>Packaging was great and product works flawlessly<br>,2
716,PROD_891,It works but nothing to write home about really,1
717,PROD_281,"   Outstanding quality, arrived on time and works perfectly   ",4
718,PROD_642,"   Totally worth the price, very satisfied customer here   ",4
719,PROD_824,Terrible!! arrived late and was completely broken  ,4
720,PROD_319, &nbsp; 10/10 would buy again. customer service was also helpful &nbsp; ,3
721,PROD_731, &nbsp; This product is absolutely amazing! Loved every bit of it 😍 &nbsp; ,2
722,PROD_717," &nbsp; Great quality, fast shipping. Will buy again!! &nbsp; ",1
723,PROD_940,"Very disappointed, product looks nothing like the pictures  ",5
724,PROD_718,"Decent product, shipping was slow though",4
725,PROD_540,"Poor quality, feels very cheap. Not worth it at all&amp;",5
726,PROD_618,Arrived broken and customer support was useless 😤<p>,2
727,PROD_247,"Complete scam, returned it immediately. 0 stars&amp;",5
728,PROD_987,"  
  Amazing value for money. Really impressed with the build quality  
  ",1
729,PROD_181,   Best product in this price range hands down 👍👍   ,5
730,PROD_404,"Very bad quality, plastic feels cheap will break easily</p>",3
731,PROD_483,"   Really good product, will definitely recommend to friends   ",4
732,PROD_260,"   Outstanding quality, arrived on time and works perfectly   ",2
733,PROD_589,"Worst product i have ever bought, avoid at all costs&amp;",1
734,PROD_388,"Decent product, shipping was slow though",1
735,PROD_672,"Not bad not great, somewhere in the middle i think",2
736,PROD_780,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,1
737,PROD_593,<b>Worst purchase ever</b> do not buy this garbage</p>,2
738,PROD_616,   <p>Excellent product</p> highly recommended to everyone   ,2
739,PROD_165,Waste of money!! stopped working after one week<p>,2
740,PROD_534,"  
  Works perfectly fine, very happy with this purchase &amp;  
  ",5
741,PROD_443,Arrived broken and customer support was useless 😤  ,4
742,PROD_803,"<br>I love this so much, exceeded my expectations completely<br>",3
743,PROD_131,"Horrible experience, packaging was damaged and product broken  ",5
744,PROD_167,<br>Best product in this price range hands down 👍👍<br>,4
745,PROD_843,"Very bad quality, plastic feels cheap will break easily  ",5
746,PROD_703,"Disappointed with the product, not as described at all  ",3
747,PROD_779,"Okay product, will see how long it lasts",2
748,PROD_546,"Worst product i have ever bought, avoid at all costs<p>",2
749,PROD_998, &nbsp; Love the design and it works exactly as described &nbsp; ,4
750,PROD_326,"Not recommended at all, save your money for something better  ",4
751,PROD_277,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,3
752,PROD_878,<b>Worst purchase ever</b> do not buy this garbage&amp;,4
753,PROD_607,"Very disappointed, product looks nothing like the pictures  ",4
754,PROD_696,Waste of money!! stopped working after one week<p>,1
755,PROD_337,"  
  Works perfectly fine, very happy with this purchase &amp;  
  ",2
756,PROD_553,"  
  Super fast delivery and product quality is top notch!!  
  ",4
757,PROD_486,"  
  I love this so much, exceeded my expectations completely  
  ",5
758,PROD_725,"Pretty average, does what it says in the description",3
759,PROD_319,"Neither good nor bad, just an okay product overall",1
760,PROD_712,"  
  Packaging was great and product works flawlessly  
  ",4
761,PROD_712,"Product is okay, nothing special but does the job",4
762,PROD_857,"Stopped working after 3 days, very poor build quality</p>",3
763,PROD_623,"Its fine i guess, works as expected nothing more",3
764,PROD_228,Terrible!! arrived late and was completely broken  ,5
765,PROD_632,"Not bad not great, somewhere in the middle i think",5
766,PROD_201,"  
  This product is absolutely amazing! Loved every bit of it 😍  
  ",2
767,PROD_739,"<br>Great quality, fast shipping. Will buy again!!<br>",3
768,PROD_452,"Very disappointed, product looks nothing like the pictures&amp;",4
769,PROD_765,Waste of money!! stopped working after one week</p>,5
770,PROD_575,Meets basic requirements but quality could be better,5
771,PROD_533, &nbsp; Super fast delivery and product quality is top notch!! &nbsp; ,3
772,PROD_494,"Complete scam, returned it immediately. 0 stars<p>",2
773,PROD_975,"Its fine i guess, works as expected nothing more",1
774,PROD_230, &nbsp; Best product in this price range hands down 👍👍 &nbsp; ,4
775,PROD_376, &nbsp; Packaging was great and product works flawlessly &nbsp; ,4
776,PROD_289,It works but nothing to write home about really,1
777,PROD_645,"  
  Outstanding quality, arrived on time and works perfectly  
  ",1
778,PROD_413,"Worst product i have ever bought, avoid at all costs</p>",3
779,PROD_995,Terrible!! arrived late and was completely broken  ,1
780,PROD_750,Meets basic requirements but quality could be better,3
781,PROD_992,Terrible product!! broke after 2 days of use 😡  ,2
782,PROD_347,"  
  Great quality, fast shipping. Will buy again!!  
  ",4
783,PROD_300,"Very disappointed, product looks nothing like the pictures</p>",4
784,PROD_858,"  
  5 stars!! best purchase i made this year  
  ",3
785,PROD_914,"Poor quality, feels very cheap. Not worth it at all<p>",5
786,PROD_401,   Super fast delivery and product quality is top notch!!   ,4
787,PROD_559,"Okay product, will see how long it lasts",1
788,PROD_863,"Horrible experience, packaging was damaged and product broken&amp;",5
789,PROD_214,"Neither good nor bad, just an okay product overall",1
790,PROD_318,Meets basic requirements but quality could be better,3
791,PROD_657,"  
  Really good product, will definitely recommend to friends  
  ",4
792,PROD_646," &nbsp; Outstanding quality, arrived on time and works perfectly &nbsp; ",3
793,PROD_945,"Its fine i guess, works as expected nothing more",3
794,PROD_523,   Love the design and it works exactly as described   ,2
795,PROD_761,"Not bad not great, somewhere in the middle i think",1
796,PROD_998,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,2
797,PROD_272,<b>Worst purchase ever</b> do not buy this garbage  ,1
798,PROD_732,<br><p>Excellent product</p> highly recommended to everyone<br>,4
799,PROD_497,Waste of money!! stopped working after one week  ,5
800,PROD_564,"Poor quality, feels very cheap. Not worth it at all  ",1
801,PROD_919,"  
  Super fast delivery and product quality is top notch!!  
  ",1
802,PROD_920,"Average quality for the price, expected a bit more",3
803,PROD_321, &nbsp; Amazing value for money. Really impressed with the build quality &nbsp; ,1
804,PROD_875,"  
  Best product in this price range hands down 👍👍  
  ",2
805,PROD_697,"Very bad quality, plastic feels cheap will break easily</p>",1
806,PROD_354,It works but nothing to write home about really,5
807,PROD_531,"Okay product, will see how long it lasts",4
808,PROD_593,"Worst product i have ever bought, avoid at all costs  ",2
809,PROD_424,Terrible!! arrived late and was completely broken<p>,4
810,PROD_300,"  
  10/10 would buy again. customer service was also helpful  
  ",5
811,PROD_581,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,1
812,PROD_530,"<br>Great quality, fast shipping. Will buy again!!<br>",4
813,PROD_273,"Its fine i guess, works as expected nothing more",1
814,PROD_704,"  
  5 stars!! best purchase i made this year  
  ",5
815,PROD_604,"Poor quality, feels very cheap. Not worth it at all  ",5
816,PROD_554,Arrived broken and customer support was useless 😤&amp;,4
817,PROD_175," &nbsp; I love this so much, exceeded my expectations completely &nbsp; ",5
818,PROD_591,"Pretty average, does what it says in the description",2
819,PROD_460,<br>Best product in this price range hands down 👍👍<br>,1
820,PROD_361, &nbsp; Packaging was great and product works flawlessly &nbsp; ,1
821,PROD_879,"   Really good product, will definitely recommend to friends   ",2
822,PROD_566,"Average quality for the price, expected a bit more",4
823,PROD_192,"   Totally worth the price, very satisfied customer here   ",5
824,PROD_241,"  
  Love the design and it works exactly as described  
  ",3
825,PROD_923,"  
  10/10 would buy again. customer service was also helpful  
  ",1
826,PROD_148,Terrible product!! broke after 2 days of use 😡</p>,1
827,PROD_503,"<br>Great quality, fast shipping. Will buy again!!<br>",4
828,PROD_440,<br><p>Excellent product</p> highly recommended to everyone<br>,5
829,PROD_717,Waste of money!! stopped working after one week</p>,3
830,PROD_876,"   Works perfectly fine, very happy with this purchase &amp;   ",5
831,PROD_955,   Super fast delivery and product quality is top notch!!   ,5
832,PROD_282,"<br>I love this so much, exceeded my expectations completely<br>",1
833,PROD_878,"  
  Amazing value for money. Really impressed with the build quality  
  ",3
834,PROD_657,<br>Best product in this price range hands down 👍👍<br>,5
835,PROD_118,"  
  Packaging was great and product works flawlessly  
  ",4
836,PROD_208,It works but nothing to write home about really,4
837,PROD_400,"Stopped working after 3 days, very poor build quality<p>",2
838,PROD_349,"Pretty average, does what it says in the description",5
839,PROD_273,<br>Love the design and it works exactly as described<br>,5
840,PROD_788,Meets basic requirements but quality could be better,4
841,PROD_423,Terrible product!! broke after 2 days of use 😡</p>,1
842,PROD_584," &nbsp; Great quality, fast shipping. Will buy again!! &nbsp; ",3
843,PROD_183,"Very disappointed, product looks nothing like the pictures  ",1
844,PROD_854, &nbsp; 5 stars!! best purchase i made this year &nbsp; ,1
845,PROD_896,"Not bad not great, somewhere in the middle i think",1
846,PROD_942,Arrived broken and customer support was useless 😤&amp;,5
847,PROD_662," &nbsp; I love this so much, exceeded my expectations completely &nbsp; ",1
848,PROD_870,"Horrible experience, packaging was damaged and product broken  ",4
849,PROD_613,Do not buy this!! total waste of time and money<p>,5
850,PROD_449,"  
  Packaging was great and product works flawlessly  
  ",2
851,PROD_367," &nbsp; Really good product, will definitely recommend to friends &nbsp; ",3
852,PROD_912,"<br>Outstanding quality, arrived on time and works perfectly<br>",2
853,PROD_673,"Its fine i guess, works as expected nothing more",1
854,PROD_378,   Love the design and it works exactly as described   ,1
855,PROD_537,   10/10 would buy again. customer service was also helpful   ,3
856,PROD_528,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,1
